Judul,Nama Bidang,Nilai Prediksi
[PERNYATAAN][C] Pelatihan Computational Thinking Untuk Guru-Guru Di SD Negeri Tembalang,Computational Thinking,1.6350026212278197e-22
 Edukasi berpikir komputasional melalui pelatihan guru dan tantangan bebras untuk siswa di Bandung pada tahun 2016,Computational Thinking,2.084738688319945e-31
[PERNYATAAN][C] Sosialisasi Gerakan Pandai Computational Thinking pada Mata Pelajaran Ilmu Pengetahuan Alam pada Madrasah Tsanawiyah Pondok Pesantren …,Computational Thinking,3.360672623498706e-48
Konsep Informatika Dan Computational Thinking Di Dalam Kurikulum Sekolah Dasar Menengah Dan Atas,Computational Thinking,1.7000633954123768e-26
Computational Thinking dalam Pembelajaran Matematika Menghadapi Era Society 50,Computational Thinking,5.971872295194794e-18
GORLIDS Algorithm for Life Kids Upaya Meningkatkan Pola Computational Thinking Anak usia 4-6 Tahun secara Problem Solving Terstruktur Kritis dan Logis,Computational Thinking,1.004512969897113e-55
PERAN PENTING COMPUTATIONAL THINKING TERHADAP MASA DEPAN BANGSA INDONESIA,Computational Thinking,4.773875082106539e-27
[PERNYATAAN][C] Metode penelitian teknik informatika,Penerapan Keamanan Data,4.389629981863425e-38
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras,Computational Thinking,3.765323483300948e-22
[PERNYATAAN][C] Perancangan Game Multiplatform Menggunakan Scirra Construct 2 dan HTML 5,Computational Thinking,1.1550754417073675e-26
 The Herbalist Game Edukasi Pengobatan Herbal Berbasis Android,Pengembangan Game,2.7793268250897833e-18
Rancangan game balinese fruit shooter berbasis virtual reality sebagai media pembelajaran,Penerapan Augmented Reality,4.6140689732405005e-26
 Pengembangan Game Edukasi Klasifikasi Hewan Menggunakan Adobe Flash Professional CS5 Sebagai Media Pembelajaran Biologi Kelas VII Di SMP N 15 …,Pengembangan Game,5.541265723391004e-42
[PERNYATAAN][C] Unity tutorial game engine,Pengembangan Game,1.0019683625815994e-19
Pengembangan Game Jegog Berbasis Android,Pengembangan Game,4.184650676490363e-11
 Pengembangan Game Jegog Berbasis Android,Pengembangan Game,4.184650676490363e-11
 Pengembangan Aplikasi Game The Adventure Of Lubdhaka Berbasis Android,Pengembangan Game,1.4810029797656646e-23
 Pengembangan Game Edukasi Pengenalan Budaya Indonesia “Jelajah” Berbasis Android,Pengembangan Game,2.0833151956459662e-24
Prototipe Game Musik Bambu Menggunakan Engine Unity 3D,Pengembangan Game,7.359462500357793e-20
Pengembangan E-Learning Berbasis Multimedia untuk Efektivitas Pembelajaran Jarak Jauh,Penerapan Pembelajaran Elektronik pada Sistem Informasi,3.683870078036677e-24
 Pengembangan Aplikasi Simulasi Mesin Mobil Berbasis Multimedia,Multimedia,4.929248886493182e-22
… dengan Menggunakan Model Discovery Learning Terhadap Prestasi Belajar Siswa Pada Mata Pelajaran Sistem Komputer Kelas X Multimedia SMK Negeri 6 …,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.387652185235127e-44
Aplikasi Multimedia sebagai Media Informasi pada Pengenalan Monumen Yogya Kembali YOGYAKARTA,Penerapan Augmented Reality,2.111393146960661e-28
 Media pembelajaran jaringan saraf tiruan metode hopfield berbasis multimedia,Multimedia,1.9172613186412452e-23
 Media Pembelajaran Goal Programming Berbasis Multimedia,Multimedia,3.638275063364632e-18
Rancang Bangun Media Pembelajaran CorelDraw Berbasis Multimedia,Multimedia,3.3713107511982524e-17
 Media Pembelajaran Himpunan Fuzzy Berbasis Multimedia,Multimedia,3.919564505626657e-14
 Media pembelajaran sistem pernapasan pada manusia berbasis multimedia,Multimedia,2.5786210743760813e-21
Membangun sistem pembelajaran pengenalan bentuk untuk anak berbasis multimedia dan game interaktif,Multimedia,2.4381933267352187e-30
Penerapan Naive Bayesian Untuk Perankingan Kegiatan Di Fakultas Tik Universitas Semarang,Penerapan Pengenalan Pola,1.1660658135886645e-50
Penerapan augmented reality markerless pada aplikasi android sebagai media pengenalan gedung universitas muhammadiyah malang,Penerapan Augmented Reality,1.3018154876136654e-30
Pengenalan Rumus Bangun Ruang Matematika Berbasis Augmented Reality,Penerapan Augmented Reality,5.7183668858512035e-21
Implementasi Augmented Reality AR Menggunakan Unity 3D Dan Vuporia Sdk,Penerapan Augmented Reality,2.795414762799371e-15
Implementasi Augmented Reality Pada Media Pembelajaran Buah-buahan Berbasis Android,Penerapan Augmented Reality,4.5432649905323384e-18
 Pemanfaatan Augmented Reality Sebagai Media Informasi Kampus Menggunakan Brosur,Penerapan Augmented Reality,2.77614652647824e-19
 Pengenalan Rumah Adat Indonesia Berbasis Augmented Reality dengan Memanfaatkan KTP sebagai Marker,Penerapan Augmented Reality,1.0090274041939006e-27
Penerapan Teknologi Augmented Reality Sebagai Model Media Edukasi Kesehatan Gigi Bagi Anak,Penerapan Augmented Reality,1.411708435423351e-32
Implementasi Augmented Reality Pada Hardware Komputer Berbasis Android,Penerapan Augmented Reality,3.760241263562054e-14
Implementasi Augmented Reality Untuk Identifikasi Logo Dan Video Sebagai Media Informasi Menggunakan Metode Klasifikasi Naive Bayesian,Penerapan Augmented Reality,1.5700597906643106e-34
